code,name,std_price,set_date,type,type_detail,set_amount,risk_grade,risk_grade_txt,company_name
KR5105831782,삼성장기주택마련증권자투자신탁 1[주식](C2),1383.61,20070514,액티브주식일반,국내주식형,0,3,다소 높은 위험,삼성자산운용
K55232C99469,NH-Amundi필승코리아증권투자신탁[주식],2448.48,20190814,액티브주식일반,국내주식형,"1,543",2,높은 위험,엔에이치아문디자산운용
KR5210964031,신한중소형주알파증권자투자신탁2[주식](종류C2),976.43,20050801,액티브주식중소형,국내주식형,0,2,높은 위험,신한자산운용
KR5209AM9022,신영퇴직연금배당주식증권자투자신탁(주식)C형,1162.45,20080401,액티브주식배당,국내주식형,"1,453",4,보통 위험,신영자산운용
KR5101AT5303,한국투자롱텀밸류증권자투자신탁 1(주식)(C-e),1252.79,20140701,액티브주식일반,국내주식형,9,2,높은 위험,한국투자신탁운용
K55306D94346,다올ESG1등주증권투자신탁[주식]종류S-P(퇴직),1039.71,20220517,액티브주식테마,국내주식형,0,2,높은 위험,다올자산운용
KR5225546690,미래에셋코스피200인덱스증권자투자신탁 1(주식),1564.53,20060215,인덱스주식코스피200,국내주식형,"1,491",3,다소 높은 위험,미래에셋자산운용
K55363DD7891,트러스톤ESG지배구조레벨업증권자투자신탁[주식]C클래스,1099.67,20210129,액티브주식테마,국내주식형,38,2,높은 위험,트러스톤자산운용
K55232D64602,NH-Amundi100년기업그린코리아증권투자신탁[주식]ClassS-P2(퇴직연금),1176.28,20201119,액티브주식테마,국내주식형,1,2,높은 위험,엔에이치아문디자산운용
K55301B73741,미래에셋TIGER미디어컨텐츠증권상장지수투자신탁(주식),5235.18,20151006,인덱스주식섹터,국내주식형,"1,097",1,매우 높은 위험,미래에셋자산운용
KR5105AA4469,삼성코리아중소형증권모투자신탁[주식],1568.92,20120516,액티브주식중소형,국내주식형,611,2,높은 위험,삼성자산운용
KR5206960761,키움행복을드리는증권자투자신탁 1[주식]C5,1618.04,20051117,액티브주식일반,국내주식형,58,2,높은 위험,키움투자자산운용
K55213BV3215,한화스마트인덱스연금증권전환형자투자신탁(주식)종류C-e,1001.26,20200424,인덱스주식코스피200,국내주식형,3,3,다소 높은 위험,한화자산운용
KR5363AU6640,트러스톤장기고배당증권자투자신탁[주식]C4클래스,1082.65,20140903,액티브주식배당,국내주식형,6,2,높은 위험,트러스톤자산운용
KR5223821806,KBESG성장리더스증권자투자신탁(주식)A,1196.30,20080514,액티브주식일반,국내주식형,199,2,높은 위험,케이비자산운용
KR5212961191,파인만코어셀렉트증권자투자신탁2(주식)종류C5,1262.77,20030512,액티브주식일반,국내주식형,16,2,높은 위험,파인만자산운용
K55207DR8471,교보악사그린디지털목표전환증권투자신탁[주식](운용),827.55,20220321,액티브주식일반,국내주식형,62,2,높은 위험,교보악사자산운용
KR5216751580,DB진주찾기증권자투자신탁 1[주식]ClassC-H,907.76,20071023,액티브주식일반,국내주식형,1,2,높은 위험,디비자산운용
K55223BD8461,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)A-E클래스,1568.67,20160517,인덱스주식기타,국내주식형,160,2,높은 위험,케이비자산운용
KR5307687495,유리스몰뷰티증권자투자신탁[주식]_C&#47;C,1014.75,20040816,액티브주식중소형,국내주식형,50,2,높은 위험,유리자산운용
KR5239A13671,현대인베스트먼트하이킥중소형증권자투자신탁 1(주식)A1,1070.75,20110404,액티브주식중소형,국내주식형,119,2,높은 위험,현대인베스트먼트자산운용
K55105B91730,삼성우량주장기증권자투자신탁[주식](S),1393.21,20151202,액티브주식일반,국내주식형,1,2,높은 위험,삼성자산운용
K55210DS4359,신한K컬쳐청년형소득공제장기증권자투자신탁[주식](종류A1),958.20,20230316,액티브주식일반,국내주식형,0,2,높은 위험,신한자산운용
KR5223A64181,KB락스타증권자투자신탁(주식)C 4 클래스,1412.02,20111025,액티브주식일반,국내주식형,5,3,다소 높은 위험,케이비자산운용
K55236C50091,한국밸류10년투자중소형증권모투자신탁(주식),1002.30,20180329,액티브주식중소형,국내주식형,133,2,높은 위험,한국투자밸류자산운용
KR5303286805,마이다스백년대계어린이적립식증권투자신탁(주식)C 4,1613.53,20050718,액티브주식배당,국내주식형,0,3,다소 높은 위험,마이다스에셋자산운용
K55105C71706,삼성KRX300 1.5배레버리지증권투자신탁[주식-파생형]Ae,1213.02,20180427,인덱스주식KRX300,국내주식형,0,1,매우 높은 위험,삼성자산운용
KR5363298294,트러스톤인덱스알파증권자투자신탁[주식-파생형],1338.32,20100907,인덱스주식코스피200,국내주식형,212,2,높은 위험,트러스톤자산운용
K55101B90830,한국투자연금저축배당리더증권자투자신탁(주식)(C-e),1004.70,20160118,액티브주식배당,국내주식형,2,3,다소 높은 위험,한국투자신탁운용
K55301BC5950,미래에셋코스피200인덱스증권자투자신탁 1(주식)종류F,1682.58,20160414,인덱스주식코스피200,국내주식형,"1,115",3,다소 높은 위험,미래에셋자산운용
K55210C33217,신한스마트KRX300인덱스증권자투자신탁 1[주식-파생형]종류C-p,1300.28,20180212,인덱스주식KRX300,국내주식형,2,2,높은 위험,신한자산운용
KR5102684168,하나IT코리아증권자투자신탁 1[주식]ClassC1,1852.06,20070503,액티브주식섹터,국내주식형,26,2,높은 위험,하나자산운용
K55209BS9577,신영마라톤중소형주성과보수증권자투자신탁(주식)C형,1119.48,20170724,액티브주식중소형,국내주식형,2,2,높은 위험,신영자산운용
K55232BU5762,NH-Amundi대한민국고배당주연금증권전환형자투자신탁[주식]C-P1e,1324.16,20170925,액티브주식배당,국내주식형,2,3,다소 높은 위험,엔에이치아문디자산운용
K55102C90521,하나그레이터코리아증권자투자신탁[주식]ClassC-P,1092.64,20180529,액티브주식일반,국내주식형,1,2,높은 위험,하나자산운용
KR5365AR4556,KCGI코리아연금증권전환형자투자신탁 1[주식]종류S-P,1084.36,20091102,액티브주식일반,국내주식형,10,3,다소 높은 위험,케이씨지아이자산운용
K55223C56823,KBESG성장리더스증권자투자신탁(주식)A-E,1296.47,20190208,액티브주식일반,국내주식형,40,2,높은 위험,케이비자산운용
KR5207A35838,교보악사그린디지털증권자투자신탁[주식]ClassB,1086.93,20101115,액티브주식일반,국내주식형,0,2,높은 위험,교보악사자산운용
KR5210A90704,신한프레스티지고배당증권모투자신탁[주식],1471.33,20120307,액티브주식배당,국내주식형,125,2,높은 위험,신한자산운용
KR5233515596,칸서스하베스트증권자투자신탁 1(주식)ClassA-2,1723.82,20041013,액티브주식일반,국내주식형,0,2,높은 위험,칸서스자산운용
K55210DS4292,신한K컬쳐증권자투자신탁[주식](종류C-s),854.46,20220404,액티브주식일반,국내주식형,22,2,높은 위험,신한자산운용
KR5105AQ2945,삼성인덱스알파증권투자신탁 1[주식-파생형](Ce),1640.85,20031007,인덱스주식코스피200,국내주식형,9,2,높은 위험,삼성자산운용
K55301BQ7984,미래에셋AI스마트베타EMP증권자투자신탁(주식-재간접형)종류C-P2e,1094.03,20170818,액티브주식일반,국내주식형,5,2,높은 위험,미래에셋자산운용
KR5213185071,한화ARIRANG KOSPI50증권상장지수투자신탁(주식),25980.45,20100106,인덱스주식기타,국내주식형,67,2,높은 위험,한화자산운용
KR5105878288,삼성스트라이크증권자투자신탁 1[주식](C5),1014.63,20000104,액티브주식일반,국내주식형,14,2,높은 위험,삼성자산운용
K55209BP3045,신영밸류고배당증권자투자신탁(주식)C-G형,1118.47,20170602,액티브주식배당,국내주식형,2,3,다소 높은 위험,신영자산운용
KR5301AK6274,미래에셋고배당포커스연금저축증권전환형자투자신탁 1(주식)종류C-e,1066.88,20140102,액티브주식배당,국내주식형,165,3,다소 높은 위험,미래에셋자산운용
KR5206577896,키움마이불마켓증권투자신탁 1[주식-파생형]e1,1500.55,20060623,인덱스주식코스피200,국내주식형,2,2,높은 위험,키움투자자산운용
K55209CT1721,신영밸류고배당증권자투자신탁(주식)C-P2,1323.78,20190920,액티브주식배당,국내주식형,5,3,다소 높은 위험,신영자산운용
KR5234608739,IBK그랑프리KRX100인덱스증권투자신탁[주식]종류A,1485.41,20061009,인덱스주식기타,국내주식형,207,2,높은 위험,아이비케이자산운용
K55107C49948,우리지속가능ESG증권자투자신탁 1(주식)ClassS-P,981.01,20210114,액티브주식일반,국내주식형,0,2,높은 위험,우리자산운용
K55301BG7119,미래에셋TIGER200동일가중증권상장지수투자신탁(주식),11874.69,20160919,인덱스주식기타,국내주식형,44,2,높은 위험,미래에셋자산운용
KR5237A90426,한화연금한국오퍼튜니티증권자투자신탁(주식)C클래스,1417.86,20120228,액티브주식일반,국내주식형,1,3,다소 높은 위험,한화자산운용
KR5216AU4545,DB진주찾기고배당증권자투자신탁 1[주식]ClassA,989.22,20140808,액티브주식배당,국내주식형,0,3,다소 높은 위험,디비자산운용
KR5234763757,IBK밸류코리아장기주택마련증권자투자신탁[주식] 종류 A,1560.72,20071123,액티브주식일반,국내주식형,2,2,높은 위험,아이비케이자산운용
KR5219640376,신한퇴직연금줌인밸류증권자투자신탁[주식](종류),1414.74,20070111,액티브주식일반,국내주식형,6,3,다소 높은 위험,신한자산운용
K55454C64372,브레인코스닥벤처증권투자신탁(주식혼합)종류CF,3209.37,20180405,액티브주식중소형,국내주식형,5,2,높은 위험,브레인자산운용
KR5216839187,DB더클래식증권자투자신탁 1[주식]ClassC-E,833.24,20080603,액티브주식일반,국내주식형,0,2,높은 위험,디비자산운용
K55105C60931,삼성KRX300인덱스증권투자신탁[주식-파생형]_Cp(퇴직연금),1361.28,20190829,인덱스주식KRX300,국내주식형,0,2,높은 위험,삼성자산운용
K55365E62883,KCGIESG동반성장증권자투자신탁[주식],1181.43,20230920,액티브주식테마,국내주식형,136,2,높은 위험,케이씨지아이자산운용
K55102BM9142,하나IT코리아증권자투자신탁 1[주식]ClassW,1618.05,20170718,액티브주식섹터,국내주식형,419,2,높은 위험,하나자산운용
KR5240AD0593,BNK튼튼배당증권자투자신탁 1(주식)ClassC1,1610.09,20130326,액티브주식배당,국내주식형,0,2,높은 위험,비엔케이자산운용
KR5104AD9607,브이아이투게더인덱스증권자투자신탁 1[주식-파생형]C-F,1233.48,20140903,인덱스주식코스피200,국내주식형,2,1,매우 높은 위험,브이아이자산운용
KR5210275891,신한프레스티지고배당증권자투자신탁 1[주식](종류C-e),1412.72,20120213,액티브주식배당,국내주식형,2,3,다소 높은 위험,신한자산운용
KR5206730743,키움작은거인증권자투자신탁 2[주식],1352.39,20070830,액티브주식일반,국내주식형,8,2,높은 위험,키움투자자산운용
K55210E84638,신한SOL반도체전공정증권상장지수투자신탁[주식],10601.96,20240213,인덱스주식기타,국내주식형,140,2,높은 위험,신한자산운용
KR5223AQ1746,KB연금인덱스증권전환형자투자신탁(주식) C,1460.69,20120529,인덱스주식코스피200,국내주식형,120,2,높은 위험,케이비자산운용
KR5233933708,칸서스뫼비우스200인덱스증권투자신탁 1(주식-파생형)Class A 2,1653.09,20090409,인덱스주식코스피200,국내주식형,11,3,다소 높은 위험,칸서스자산운용
K55306B53577,다올VIP밸류퇴직연금증권자투자신탁[주식]종류C,989.81,20150805,액티브주식일반,국내주식형,43,2,높은 위험,다올자산운용
KR5107675781,우리라이징코리아증권자투자신탁 1(주식)ClassA,1245.53,20070412,액티브주식일반,국내주식형,65,2,높은 위험,우리자산운용
K55210C33233,신한스마트KRX300인덱스증권자투자신탁 1[주식-파생형]종류C-r,1257.62,20180328,인덱스주식KRX300,국내주식형,3,2,높은 위험,신한자산운용
K55303BX5938,마이다스블루칩배당증권투자신탁 1(주식)C-P1,1367.61,20171218,액티브주식배당,국내주식형,0,2,높은 위험,마이다스에셋자산운용
KR5301985416,미래에셋우리아이3억만들기증권자투자신탁G 1(주식)종류C5,1251.73,20050401,액티브주식일반,국내주식형,"1,561",3,다소 높은 위험,미래에셋자산운용
KR5368163279,하이인덱스플러스증권모투자신탁(주식-파생형),1496.96,20091120,인덱스주식코스피200,국내주식형,375,2,높은 위험,하이자산운용
K55107DS7697,우리지속가능ESG청년형장기소득공제증권자투자신탁(주식)ClassC,1228.45,20230315,액티브주식일반,국내주식형,0,2,높은 위험,우리자산운용
KR5225A18067,미래에셋TIGER200IT증권상장지수투자신탁(주식),36225.26,20110405,인덱스주식섹터,국내주식형,"2,994",1,매우 높은 위험,미래에셋자산운용
KR5101964702,한국투자삼성그룹증권투자신탁 1(주식)(C 2),1236.76,20040706,액티브주식테마,국내주식형,0,2,높은 위험,한국투자신탁운용
KR5105992782,삼성프리미엄코리아인덱스증권자투자신탁 1[주식-파생형]_C,1425.14,20110117,인덱스주식코스피200,국내주식형,0,2,높은 위험,삼성자산운용
K55223CL6811,KBKBSTARKRX300미국달러선물혼합자산상장지수투자신탁(혼합-파생형),19024.72,20190318,인덱스주식기타,국내주식형,35,2,높은 위험,케이비자산운용
KR5303AP8422,마이다스책임투자증권투자신탁(주식)S,2216.80,20140423,액티브주식테마,국내주식형,11,2,높은 위험,마이다스에셋자산운용
K55236C56403,한국밸류10년투자중소형연금증권자투자신탁(주식)(C-E),1193.26,20180329,액티브주식중소형,국내주식형,4,2,높은 위험,한국투자밸류자산운용
K55363C09461,트러스톤핀셋중소형증권자투자신탁[주식]C클래스,1034.12,20171219,액티브주식중소형,국내주식형,21,2,높은 위험,트러스톤자산운용
KR5363AK0223,트러스톤밸류웨이증권자투자신탁[주식]A클래스,1051.86,20130725,액티브주식일반,국내주식형,38,2,높은 위험,트러스톤자산운용
KR5207839733,교보악사파워KRX100인덱스증권투자신탁 1(주식-파생형)Class Af,1282.90,20080530,인덱스주식기타,국내주식형,597,3,다소 높은 위험,교보악사자산운용
KR5235996695,피델리티코리아증권자투자신탁EC3(주식-재간접형),1041.79,20050303,액티브주식일반,국내주식형,0,3,다소 높은 위험,피델리티자산운용
K55364DO6337,에셋플러스에셋플러스코리아플랫폼액티브증권상장지수투자신탁(주식),6862.70,20211115,인덱스주식기타,국내주식형,225,2,높은 위험,에셋플러스자산운용
K55302BE0404,베어링가치형증권모투자신탁(주식),1574.30,20160530,액티브주식일반,국내주식형,59,2,높은 위험,베어링자산운용
K55301BE5784,미래에셋코스닥혁신성장증권자투자신탁(주식)종류A,1852.88,20160802,액티브주식일반,국내주식형,3,2,높은 위험,미래에셋자산운용
KR5306966130,다올마켓스타증권투자신탁[주식]종류C4,1210.19,20050303,액티브주식일반,국내주식형,1,2,높은 위험,다올자산운용
K55213CU5087,한화ARIRANGKS로우사이즈가중TotalReturn증권상장지수투자신탁(주식),17016.81,20190904,인덱스주식기타,국내주식형,51,2,높은 위험,한화자산운용
KR5101752446,한국투자삼성그룹적립식증권투자신탁 2(주식)(C-e),1366.40,20071025,액티브주식테마,국내주식형,284,2,높은 위험,한국투자신탁운용
K55301DA5570,미래에셋TIGER인터넷TOP10증권상장지수투자신탁(주식),3782.55,20201006,인덱스주식섹터,국내주식형,"1,096",2,높은 위험,미래에셋자산운용
KR5203334234,대신KOSPI200인덱스증권자투자신탁[주식-파생형]ClassC1,1651.49,20020107,인덱스주식코스피200,국내주식형,40,3,다소 높은 위험,대신자산운용
K55206CD6036,키움장기코어밸류증권자투자신탁 3[주식],1416.71,20180910,액티브주식일반,국내주식형,0,2,높은 위험,키움투자자산운용
K55101CL7345,한국투자ACE스마트하이베타증권상장지수투자신탁(주식),13874.54,20190415,인덱스주식기타,국내주식형,20,2,높은 위험,한국투자신탁운용
KRM303712819,마이다스커버드콜증권투자회사(주식)A1,1023.69,20020419,액티브주식일반,국내주식형,15,3,다소 높은 위험,마이다스에셋자산운용
KR5232260897,NH-Amundi 차세대리더증권투자신탁[주식]ClassCw,1500.83,20160314,액티브주식일반,국내주식형,0,2,높은 위험,엔에이치아문디자산운용
KR5206AG9320,키움신성장중소형주증권자투자신탁 1[주식]C4,1718.81,20130502,액티브주식중소형,국내주식형,0,2,높은 위험,키움투자자산운용
KR5236A93042,한국밸류10년투자밸런스증권자투자신탁 1(주식),1284.10,20120328,액티브주식일반,국내주식형,92,2,높은 위험,한국투자밸류자산운용
KR5105730547,삼성기초소재강국코리아증권자투자신탁 1[주식],1304.39,20070830,액티브주식섹터,국내주식형,2,2,높은 위험,삼성자산운용
KR5105594547,삼성인덱스알파증권투자신탁 1[주식-파생형](A),1555.44,20031007,인덱스주식코스피200,국내주식형,60,2,높은 위험,삼성자산운용
KR5223A45081,KB성장포커스증권자투자신탁(주식)(운용),1371.39,20110713,액티브주식일반,국내주식형,1,2,높은 위험,케이비자산운용
K55303BA2247,마이다스책임투자증권투자신탁(주식)C-P2,2288.40,20160627,액티브주식테마,국내주식형,227,2,높은 위험,마이다스에셋자산운용
K55223DY3945,KBKBSTAR배터리리사이클링iSelect증권상장지수투자신탁(주식),11376.09,20221031,인덱스주식기타,국내주식형,183,2,높은 위험,케이비자산운용
K55102DS3824,하나IT코리아청년형소득공제장기증권자투자신탁[주식]ClassC-E,1270.87,20230317,액티브주식섹터,국내주식형,4,2,높은 위험,하나자산운용
KR5210AG9068,신한스마트인덱스증권자투자신탁 2[주식-파생형](종류C-e),1543.63,20130527,인덱스주식기타,국내주식형,1,2,높은 위험,신한자산운용
KR5301650812,미래에셋대형주포커스증권자투자신탁 1(주식),1104.79,20070209,액티브주식테마,국내주식형,122,3,다소 높은 위험,미래에셋자산운용
K55210C54247,신한SOL200TotalReturn증권상장지수투자신탁[주식],13608.16,20180420,인덱스주식기타,국내주식형,"1,697",2,높은 위험,신한자산운용
KR5226672651,HDC좋은지배구조증권투자신탁 1(주식)Class A,949.38,20070405,액티브주식일반,국내주식형,64,2,높은 위험,에이치디씨자산운용
KR5105A82612,삼성KOSPI200 2배레버리지증권투자신탁 1[주식-파생재간접형](Ae),1491.68,20120403,인덱스주식기타,국내주식형,24,1,매우 높은 위험,삼성자산운용
K55363C09503,트러스톤핀셋중소형증권자투자신탁[주식]S클래스,1050.83,20171219,액티브주식중소형,국내주식형,2,2,높은 위험,트러스톤자산운용
K55104BQ5532,브이아이사회책임투자증권투자신탁[주식],1225.60,20170529,액티브주식테마,국내주식형,53,2,높은 위험,브이아이자산운용
K55223DB0989,KB코리아뉴웨이브증권투자신탁(주식)C-W,912.88,20210201,액티브주식일반,국내주식형,1,2,높은 위험,케이비자산운용
KR5301530428,미래에셋인디펜던스증권투자신탁 3(주식),1161.00,20051212,액티브주식일반,국내주식형,250,2,높은 위험,미래에셋자산운용
K55223C56872,KBESG성장리더스증권자투자신탁(주식)C-Pe,1356.35,20190411,액티브주식일반,국내주식형,6,2,높은 위험,케이비자산운용
KR5368959395,하이ALLNEW장수기업증권자투자신탁 1(주식)C5,1434.07,20081001,액티브주식일반,국내주식형,1,2,높은 위험,하이자산운용
K55234BO3821,IBK그랑프리한국대표증권자투자신탁[주식]종류Ce,1576.60,20170417,액티브주식일반,국내주식형,13,2,높은 위험,아이비케이자산운용
KRM105924869,삼성인덱스프리미엄증권투자회사C2(주식-파생형),938.44,20070206,인덱스주식코스피200,국내주식형,17,2,높은 위험,삼성자산운용
KR5232AV9519,NH-Amundi 차세대리더증권투자신탁[주식]ClassC-P2(퇴직연금),1459.20,20141015,액티브주식일반,국내주식형,39,2,높은 위험,엔에이치아문디자산운용
KR5206A31706,키움차세대모빌리티증권자투자신탁 1[주식]C-e,812.26,20110523,액티브주식테마,국내주식형,760,2,높은 위험,키움투자자산운용
KR5219854613,신한Tops장기주택마련증권자투자신탁 1[주식](종류A),1617.43,20080703,인덱스주식기타,국내주식형,2,2,높은 위험,신한자산운용
KR5203764752,대신KOSPI200인덱스증권자투자신탁[주식-파생형]ClassC-e,1699.38,20071127,인덱스주식코스피200,국내주식형,100,3,다소 높은 위험,대신자산운용
KR5301962969,미래에셋인디펜던스증권자투자신탁 2(주식)종류C4,925.13,20050117,액티브주식일반,국내주식형,0,3,다소 높은 위험,미래에셋자산운용
K55209DZ4932,신영밸류고배당증권자투자신탁(주식)S-P2형,1198.85,20221222,액티브주식배당,국내주식형,1,3,다소 높은 위험,신영자산운용
KR5234AD0427,IBK중소형주코리아증권자투자신탁[주식],1913.90,20121008,액티브주식중소형,국내주식형,39,2,높은 위험,아이비케이자산운용
KR5103546077,한화퇴직연금인덱스증권모투자신탁[주식],1584.27,20060213,인덱스주식코스피200,국내주식형,55,3,다소 높은 위험,한화자산운용
KR5104542968,브이아이코리아적극성장형증권자투자신탁[주식],1889.41,20060126,액티브주식일반,국내주식형,18,2,높은 위험,브이아이자산운용
K55214BS9315,유진인덱스알파증권투자신탁(주식-파생형) Class S-P,1194.81,20170817,인덱스주식코스피200,국내주식형,1,2,높은 위험,유진자산운용
KR5236A93091,한국밸류10년투자밸런스증권자투자신탁 1(주식)(C3),1297.42,20120328,액티브주식일반,국내주식형,0,2,높은 위험,한국투자밸류자산운용
KR5103521039,한화자랑스러운한국기업증권자투자신탁 2(주식)종류A1,1475.08,20020603,액티브주식일반,국내주식형,20,2,높은 위험,한화자산운용
KR5229931914,이스트스프링뉴블루칩30지수증권투자신탁[주식]클래스A,1305.68,20031202,인덱스주식기타,국내주식형,1,2,높은 위험,이스트스프링자산운용
KR5306945852,다올VIP스타셀렉션증권자투자신탁[주식]종류C2,1152.45,20090717,액티브주식일반,국내주식형,11,2,높은 위험,다올자산운용
KR5373158744,현대뉴현대그룹플러스증권자투자신탁 1[주식]종류C4,1249.34,20090914,액티브주식테마,국내주식형,2,1,매우 높은 위험,현대자산운용
KR5223281472,KB연금가치주증권전환형자투자신탁(주식)(운용),1039.95,20100709,액티브주식일반,국내주식형,"1,696",2,높은 위험,케이비자산운용
KR5206960969,키움프런티어뉴인덱스플러스α증권투자신탁F- 1[주식-파생형]C4,1367.07,20070424,인덱스주식코스피200,국내주식형,2,3,다소 높은 위험,키움투자자산운용
