code,name,std_price,set_date,type,type_detail,set_amount,risk_grade,risk_grade_txt,company_name
K55105DS5081,삼성KODEX차이나메타버스액티브증권상장지수투자신탁[주식],10763.59,20220513,중국주식,해외주식형,50,2,높은 위험,삼성자산운용
KR5301933986,미래에셋차이나본토증권자투자신탁 1(H)(주식)종류C-e4,1191.03,20090202,중국주식,해외주식형,24,2,높은 위험,미래에셋자산운용
K55301BC5141,미래에셋베트남증권자투자신탁 1(UH)(주식)종류C1,2211.35,20160509,베트남주식,해외주식형,1,2,높은 위험,미래에셋자산운용
K55232BA3324,NH-Amundi글로벌웰스&헬스증권자투자신탁(H)[주식]ClassCw,1417.55,20160226,글로벌주식,해외주식형,0,3,다소 높은 위험,엔에이치아문디자산운용
KR5105177251,삼성미국코어주식증권자투자신탁H[주식]_적립식,2086.94,20100312,북미주식,해외주식형,0,2,높은 위험,삼성자산운용
KR5229168806,이스트스프링차이나드래곤AShare증권자투자신탁(H)[주식]클래스C,989.25,20091007,중국주식,해외주식형,7,2,높은 위험,이스트스프링자산운용
K55301B59807,미래에셋다이와일본밸류중소형증권자투자신탁 1(UH)(주식)종류C-e,1699.61,20150817,일본주식,해외주식형,2,2,높은 위험,미래에셋자산운용
KR5223AO4874,KB연금유로인덱스증권자투자신탁(주식-파생형)C-E CLASS,1912.16,20140220,유럽주식,해외주식형,11,2,높은 위험,케이비자산운용
K55301BA7040,미래에셋글로벌솔루션증권자투자신탁(주식-재간접형)종류C-e,2359.17,20160229,글로벌주식,해외주식형,22,3,다소 높은 위험,미래에셋자산운용
K55105B93181,삼성아시아배당주증권자투자신탁H[주식],1622.06,20151221,아시아퍼시픽주식(ex J),해외주식형,77,3,다소 높은 위험,삼성자산운용
K55105B83653,삼성글로벌선진국증권자투자신탁H[주식]A,1987.32,20160620,글로벌주식,해외주식형,60,3,다소 높은 위험,삼성자산운용
KR5301AZ0940,미래에셋재팬인덱스증권자투자신탁 1(주식-파생형)종류C,2080.13,20150403,일본주식,해외주식형,0,2,높은 위험,미래에셋자산운용
K55210BB0978,신한중국본토증권자투자신탁(UH)[주식],1354.66,20160420,중국주식,해외주식형,2,2,높은 위험,신한자산운용
K55213D57606,한화글로벌테크히어로증권자투자신탁(H)(주식)C-P(연금저축),1631.84,20200601,글로벌주식,해외주식형,3,2,높은 위험,한화자산운용
KR5364AW9427,에셋플러스차이나리치투게더퇴직연금증권자투자신탁 1[주식] 종류 C,1419.91,20141111,중국주식,해외주식형,79,2,높은 위험,에셋플러스자산운용
K55223DJ3019,KB글로벌메타버스경제증권자투자신탁(주식)(UH)S-P,1316.97,20210614,글로벌주식,해외주식형,18,2,높은 위험,케이비자산운용
KR5235A67006,피델리티차이나컨슈머증권자투자신탁(주식-재간접형)종류C2,849.45,20120104,중국주식,해외주식형,15,2,높은 위험,피델리티자산운용
K55232CP3532,NH-Amundi베트남레버리지증권투자신탁[주식-파생재간접형],1607.32,20190530,베트남주식,해외주식형,26,1,매우 높은 위험,엔에이치아문디자산운용
K55104DM0790,브이아이아시아모빌리티밸류체인목표전환형증권투자신탁2[주식혼합]C-E,968.88,20210830,아시아퍼시픽주식,해외주식형,13,2,높은 위험,브이아이자산운용
K55105B30878,삼성클래식인디아연금증권자투자신탁H[주식-파생형]_C,2687.04,20150527,인도주식,해외주식형,16,2,높은 위험,삼성자산운용
KR5104AB7769,브이아이천하제일중국본토증권자투자신탁UH[주식]C-E,1201.72,20120718,중국주식,해외주식형,1,2,높은 위험,브이아이자산운용
K55229B06736,이스트스프링다이나믹재팬증권자투자신탁(H)[주식-재간접형]클래스A-E,2156.65,20150608,일본주식,해외주식형,0,2,높은 위험,이스트스프링자산운용
K55206DW5141,키움KOSEF차이나A50커넥트MSCI증권상장지수투자신탁[주식-파생형],8572.72,20220916,중국주식,해외주식형,105,2,높은 위험,키움투자자산운용
K55223BI5009,KB브라질증권자투자신탁(주식)S-P클래스,966.55,20171010,브라질주식,해외주식형,5,1,매우 높은 위험,케이비자산운용
KR5213956471,한화꿈에그린차이나A주증권자투자신탁UH-1(주식),1214.53,20090930,중국주식,해외주식형,3,2,높은 위험,한화자산운용
KR5223192695,KB스타중국본토CSI300인덱스증권자투자신탁(주식)C-E,910.67,20100302,중국주식,해외주식형,24,2,높은 위험,케이비자산운용
KR5301569616,미래에셋친디아업종대표증권자투자신탁 1(주식),1788.26,20060518,신흥아시아주식,해외주식형,270,2,높은 위험,미래에셋자산운용
K55232BA3449,NH-Amundi글로벌웰스&헬스증권자투자신탁(UH)[주식]ClassCw,1766.08,20160226,글로벌주식,해외주식형,0,3,다소 높은 위험,엔에이치아문디자산운용
KR5237798461,한화천연자원증권자투자신탁(주식)C클래스,664.59,20080221,멀티&#47;기타섹터,해외주식형,1,2,높은 위험,한화자산운용
K55232DL6660,NH-Amundi글로벌AI산업증권자투자신탁(H)[주식-재간접형]ClassAe,878.81,20210805,글로벌주식,해외주식형,13,2,높은 위험,엔에이치아문디자산운용
KR5223AO4858,KB연금유로인덱스증권자투자신탁(주식-파생형)(운용),2070.16,20140214,유럽주식,해외주식형,24,2,높은 위험,케이비자산운용
K55301BL1370,미래에셋미국배당프리미엄증권자투자신탁(주식)(UH),2238.72,20170201,북미주식,해외주식형,192,3,다소 높은 위험,미래에셋자산운용
K55105BS7196,삼성아세안플러스베트남증권자투자신탁H[주식-파생형]C-Pe,1446.47,20170728,동남아주식,해외주식형,11,4,보통 위험,삼성자산운용
K55223B38864,KB연금차이나H인덱스증권자투자신탁(주식-파생형) S-P 클래스,618.36,20151016,중국주식,해외주식형,7,2,높은 위험,케이비자산운용
KR5213AI6838,한화미국대표증권자투자신탁2(주식-재간접형)종류A-e,1868.21,20140522,북미주식,해외주식형,0,2,높은 위험,한화자산운용
K55301BL1438,미래에셋미국배당프리미엄증권자투자신탁(주식)(UH)종류C4,1631.07,20170201,북미주식,해외주식형,1,3,다소 높은 위험,미래에셋자산운용
K55301BW0031,미래에셋연금선진시장증권자투자신탁 1(주식-재간접형)종류C-P2e,1194.75,20171012,글로벌주식,해외주식형,52,2,높은 위험,미래에셋자산운용
K55223DS0337,KB스타미국S&P500인덱스증권자투자신탁(주식-파생형)클래스C-Pe,1211.31,20220223,북미주식,해외주식형,106,2,높은 위험,케이비자산운용
KR5105797835,삼성KODEX일본TOPIX100증권상장지수투자신탁[주식],20870.11,20080219,일본주식,해외주식형,123,2,높은 위험,삼성자산운용
K55234B19671,IBK퇴직연금다보스글로벌고배당증권자투자신탁 2[주식],2317.80,20150603,글로벌주식,해외주식형,0,2,높은 위험,아이비케이자산운용
K55234CW4422,IBK골드마이닝증권자투자신탁 1[주식]종류C-Re,1390.14,20191017,소재섹터,해외주식형,30,2,높은 위험,아이비케이자산운용
K55105DF9781,삼성글로벌클린에너지증권자투자신탁 1[주식-재간접형]C-Pe,1036.77,20210217,에너지섹터,해외주식형,9,2,높은 위험,삼성자산운용
K55301D91772,미래에셋EMP글로벌주식증권모투자신탁(주식-재간접형),1186.26,20210428,글로벌주식,해외주식형,"2,141",3,다소 높은 위험,미래에셋자산운용
K55301BC5158,미래에셋베트남증권자투자신탁 1(UH)(주식)종류C2,2106.83,20160509,베트남주식,해외주식형,1,2,높은 위험,미래에셋자산운용
K55206BV7884,키움러시아익스플로러증권투자신탁 1[주식]C-P2e(퇴직연금),1235.43,20171229,러시아주식,해외주식형,16,1,매우 높은 위험,키움투자자산운용
K55234AZ9511,IBK다보스글로벌고배당증권자투자신탁 4[주식] 종류 C-e,2122.05,20150311,글로벌주식,해외주식형,0,2,높은 위험,아이비케이자산운용
KR5102AQ6873,하나글로벌인프라증권자투자신탁[주식]ClassC-F,1255.80,20140926,산업재섹터,해외주식형,31,3,다소 높은 위험,하나자산운용
KR5210AB0245,신한중국본토증권자투자신탁 3(H)[주식](종류C-w),1073.35,20120912,중국주식,해외주식형,0,2,높은 위험,신한자산운용
K55206B72421,키움글로벌코어밸류증권자투자신탁 1[주식]S-P,1881.90,20160309,글로벌주식,해외주식형,0,2,높은 위험,키움투자자산운용
KR5206610861,키움글로벌천연자원증권투자신탁 1[주식],1144.10,20061016,멀티&#47;기타섹터,해외주식형,74,2,높은 위험,키움투자자산운용
K55223BW2958,KB유럽셀렉션증권자투자신탁(USD)(주식-재간접형)A-E,18567.31,20171030,유럽주식,해외주식형,2,2,높은 위험,케이비자산운용
K55213E26336,한화헤라클레스선진국액티브증권모투자신탁(주식),1437.72,20230508,글로벌주식,해외주식형,147,2,높은 위험,한화자산운용
K55232B57311,NH-Amundi글로벌웰스&헬스증권자투자신탁2(H)[주식],1368.29,20150921,글로벌주식,해외주식형,1,3,다소 높은 위험,엔에이치아문디자산운용
KR5229993302,이스트스프링차이나드래곤AShare증권자투자신탁(UH)[주식]클래스C5,1056.96,20070507,중국주식,해외주식형,47,2,높은 위험,이스트스프링자산운용
KR5229992908,이스트스프링글로벌리더스증권자투자신탁[주식]클래스C5,1598.69,20060824,글로벌주식,해외주식형,50,2,높은 위험,이스트스프링자산운용
K55223D45113,KB미국대표성장주증권자투자신탁(주식)(UH)A-E,2047.24,20200528,북미주식,해외주식형,12,2,높은 위험,케이비자산운용
K55302C20300,베어링글로벌이머징마켓증권자투자신탁[H](주식-재간접형)ClassS-P,880.28,20180125,신흥국주식,해외주식형,2,2,높은 위험,베어링자산운용
K55303DN1788,마이다스글로벌리더스성장주증권자투자신탁(UH)A,1275.25,20210927,글로벌주식,해외주식형,3,2,높은 위험,마이다스에셋자산운용
KR5206689683,키움중국인덱스증권자투자신탁 1[주식-파생재간접형],555.56,20070516,중국주식,해외주식형,34,2,높은 위험,키움투자자산운용
KR5301917856,미래에셋차이나본토증권자투자신탁 1(UH)(주식)종류C-e,1388.25,20090202,중국주식,해외주식형,0,2,높은 위험,미래에셋자산운용
K55301D99064,미래에셋성장테마리밸런싱EMP증권자투자신탁(주식-재간접형)종류A,1110.43,20201218,글로벌주식,해외주식형,1,2,높은 위험,미래에셋자산운용
K55105B67052,삼성클래식일본중소형FOCUS연금증권자투자신탁UH[주식]_S-P,1834.26,20150825,일본주식,해외주식형,1,3,다소 높은 위험,삼성자산운용
KR5101AR6162,한국투자차이나증권투자신탁 1(주식-재간접형)(S),794.45,20140616,중국주식,해외주식형,0,2,높은 위험,한국투자신탁운용
K55235BW6864,피델리티글로벌배당인컴증권자투자신탁(주식-재간접형)종류CP-e,1625.16,20170920,글로벌주식,해외주식형,"1,280",2,높은 위험,피델리티자산운용
K55223DL4559,KB글로벌디지털체인경제증권투자신탁(주식)C-Pe,854.51,20210903,글로벌주식,해외주식형,1,2,높은 위험,케이비자산운용
K55232E15396,NH-AmundiUBP글로벌리더스30증권자투자신탁(H)[주식-재간접형]ClassC-P1e(연금저축),1128.29,20230420,글로벌주식,해외주식형,0,2,높은 위험,엔에이치아문디자산운용
K55301B59724,미래에셋다이와일본밸류중소형증권자투자신탁 1(H)(주식)종류C-P,1833.10,20150817,일본주식,해외주식형,3,2,높은 위험,미래에셋자산운용
KR5301722306,미래에셋차이나인프라섹터증권자투자신탁 1(주식)종류A,387.14,20070803,중국주식,해외주식형,40,2,높은 위험,미래에셋자산운용
K55223CO5513,KB글로벌ESG성장리더스증권자투자신탁(주식)(H)C3,984.37,20210618,글로벌주식,해외주식형,5,2,높은 위험,케이비자산운용
K55366B34225,하이글로벌다이나믹주식증권투자신탁(주식-재간접형)(H)(C-Rp),1879.08,20150902,글로벌주식,해외주식형,5,3,다소 높은 위험,하이자산운용
KR5105AW5916,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]C-P,1114.07,20141024,중국주식,해외주식형,276,2,높은 위험,삼성자산운용
K55105C01877,삼성노무라일본증권전환형자투자신탁 1[주식]Cpe(퇴직연금),1726.71,20171124,일본주식,해외주식형,8,2,높은 위험,삼성자산운용
KR5366866170,하이월드에너지증권자투자신탁(주식-재간접형)(UH)(A),1222.39,20080924,에너지섹터,해외주식형,1,1,매우 높은 위험,하이자산운용
K55213AZ9102,한화차이나레전드고배당증권자투자신탁(주식)종류C,849.81,20150302,중국주식,해외주식형,0,2,높은 위험,한화자산운용
KR5105AO2699,삼성유럽인덱스증권모투자신탁[주식],1886.17,20160307,유럽주식,해외주식형,104,2,높은 위험,삼성자산운용
K55223DJ2904,KB글로벌메타버스경제증권자투자신탁(주식)(UH)C,1278.30,20210617,글로벌주식,해외주식형,1,2,높은 위험,케이비자산운용
K55232DS8453,NH-Amundi한국미국성장청년형소득공제장기증권자투자신탁[주식]ClassC,1353.23,20230322,국내외주식,해외주식형,1,2,높은 위험,엔에이치아문디자산운용
K55223BN7248,KBPIMCO글로벌인컴셀렉션증권모투자신탁(USD)(채권-재간접형),17183.70,20170428,글로벌주식,해외주식형,73,4,보통 위험,케이비자산운용
KR5207793443,교보악사파워브릭스증권자투자신탁 3(주식)(운용),1245.82,20080428,신흥국주식,해외주식형,0,3,다소 높은 위험,교보악사자산운용
KR5364AE9718,에셋플러스차이나리치투게더증권자투자신탁 1(주식)종류 W,1239.50,20080707,중국주식,해외주식형,9,2,높은 위험,에셋플러스자산운용
K55104CC1304,브이아이로이스미국스몰캡증권자투자신탁UH[주식-재간접형]C-P2,1808.98,20180914,북미주식,해외주식형,1,2,높은 위험,브이아이자산운용
K55365BC8221,KCGI차이나증권투자신탁[주식]종류C2,690.18,20160502,중국주식,해외주식형,2,2,높은 위험,케이씨지아이자산운용
K55223BD7117,KB글로벌골든에이지증권자투자신탁(주식-재간접형)A클래스,1374.14,20160706,글로벌주식,해외주식형,0,2,높은 위험,케이비자산운용
KR5232AY9300,NH-Amundi인도대형주포커스증권투자신탁[주식-재간접형]ClassC,1908.27,20150211,인도주식,해외주식형,2,3,다소 높은 위험,엔에이치아문디자산운용
K55105BV9965,삼성일본중소형FOCUS증권자투자신탁H[주식]Cpe(퇴직연금),1441.21,20170914,일본주식,해외주식형,49,3,다소 높은 위험,삼성자산운용
K55303B33162,마이다스아시아리더스성장주연금증권자투자신탁(UH)(주식)(운용),2440.11,20150608,아시아퍼시픽주식,해외주식형,95,2,높은 위험,마이다스에셋자산운용
K55232DL6652,NH-Amundi글로벌AI산업증권자투자신탁(H)[주식-재간접형]ClassA,871.10,20210805,글로벌주식,해외주식형,38,2,높은 위험,엔에이치아문디자산운용
K55307D06546,유리글로벌거래소증권투자신탁(USD)[주식]ClassC-F,15806.59,20200228,글로벌주식,해외주식형,2,2,높은 위험,유리자산운용
K55104CC1072,브이아이로이스미국스몰캡증권자투자신탁H[주식-재간접형]S,1362.56,20180823,북미주식,해외주식형,0,2,높은 위험,브이아이자산운용
K55370DL4691,AB유럽주식증권투자신탁(주식-재간접형),1156.04,20210802,유럽주식,해외주식형,4,2,높은 위험,얼라이언스번스틴자산운용
K55234CW4414,IBK골드마이닝증권자투자신탁 1[주식]종류C-R,1298.89,20191105,소재섹터,해외주식형,5,2,높은 위험,아이비케이자산운용
KR5206738712,키움Eastern Europe증권투자신탁 1[주식]C-H,594.26,20070919,신흥유럽주식,해외주식형,0,1,매우 높은 위험,키움투자자산운용
K55223BD1789,KB통중국고배당증권자투자신탁(주식) C-W 클래스,918.94,20161222,중국주식,해외주식형,0,2,높은 위험,케이비자산운용
KR5105656023,삼성노무라일본증권전환형자투자신탁 1[주식],1711.05,20070226,일본주식,해외주식형,34,2,높은 위험,삼성자산운용
KR5209992639,신영마라톤아시아밸류증권투자신탁(주식)C5형,1501.65,20070131,아시아퍼시픽주식,해외주식형,17,3,다소 높은 위험,신영자산운용
KR5101902314,한국투자차이나증권투자신탁 1(주식-재간접형)(C),733.90,20090115,중국주식,해외주식형,0,2,높은 위험,한국투자신탁운용
K55105B33591,삼성인도중소형FOCUS증권자투자신탁UH[주식]C4,3267.07,20151124,인도주식,해외주식형,6,2,높은 위험,삼성자산운용
KR5370199295,AB미국그로스증권투자신탁(주식-재간접형)종류형C2,2816.79,20100329,북미주식,해외주식형,6,2,높은 위험,얼라이언스번스틴자산운용
K55366BU9663,하이월드광업주증권자투자신탁(주식-재간접형)(UH)(C-Rp),2002.02,20170904,소재섹터,해외주식형,5,1,매우 높은 위험,하이자산운용
KR5301642579,미래에셋차이나솔로몬증권투자신탁 2(주식),998.08,20070118,중국주식,해외주식형,330,2,높은 위험,미래에셋자산운용
K55301B94614,미래에셋연금팬아시아컨슈머증권자투자신탁 1(주식)종류C-P,854.09,20151224,아시아퍼시픽주식,해외주식형,17,3,다소 높은 위험,미래에셋자산운용
K55364CF6859,에셋플러스슈퍼아시아리치투게더증권자투자신탁 1(주식)종류C,1579.99,20190401,동남아주식,해외주식형,18,3,다소 높은 위험,에셋플러스자산운용
K55364B65695,에셋플러스글로벌리치투게더증권자투자신탁 1(주식)종류 Ce,2287.57,20150820,글로벌주식,해외주식형,532,2,높은 위험,에셋플러스자산운용
K55105BA1041,삼성애버딘이머징마켓증권자투자신탁H[주식-재간접형]_C,888.56,20160804,신흥국주식,해외주식형,0,2,높은 위험,삼성자산운용
K55364BU0805,에셋플러스차이나리치투게더퇴직연금증권자투자신탁 1[주식]종류Ae,1089.21,20171019,중국주식,해외주식형,2,2,높은 위험,에셋플러스자산운용
KR5229595388,이스트스프링글로벌리더스증권자투자신탁[주식],2337.69,20060824,글로벌주식,해외주식형,89,2,높은 위험,이스트스프링자산운용
K55206DM3056,키움글로벌구독경제증권자투자신탁2(UH)[주식]ClassC,1172.03,20211018,글로벌주식,해외주식형,0,2,높은 위험,키움투자자산운용
K55223BW2925,KB유럽셀렉션증권모투자신탁(USD)(주식-재간접형),20088.19,20170922,유럽주식,해외주식형,12,3,다소 높은 위험,케이비자산운용
K55206CW7189,키움베트남투모로우증권자투자신탁UH[주식]A-e,1798.71,20191018,베트남주식,해외주식형,1,2,높은 위험,키움투자자산운용
K55232C70213,NH-Amundi글로벌혁신기업증권자투자신탁(H)[주식]ClassA,1492.36,20180420,글로벌주식,해외주식형,399,2,높은 위험,엔에이치아문디자산운용
KR5105925972,삼성인디아증권자투자신탁 2[주식](C1),3063.71,20090825,인도주식,해외주식형,16,2,높은 위험,삼성자산운용
K55235B96171,피델리티인디아증권자투자신탁(주식)S-PRS,2723.63,20070531,인도주식,해외주식형,18,2,높은 위험,피델리티자산운용
K55301BY4379,미래에셋글로벌혁신기업ESG증권자투자신탁(주식),1971.21,20171026,글로벌주식,해외주식형,176,2,높은 위험,미래에셋자산운용
K55212B34627,파인만글로벌인프라증권자투자신탁[H](주식-재간접형)종류C-P,1084.65,20150616,산업재섹터,해외주식형,0,2,높은 위험,파인만자산운용
K55303DN1713,마이다스글로벌리더스성장주증권자투자신탁(H)S-P,1077.91,20211027,글로벌주식,해외주식형,0,2,높은 위험,마이다스에셋자산운용
K55365C43663,KCGI샐러리맨증권자투자신탁[주식-재간접형]종류Ce,1535.07,20180312,글로벌주식,해외주식형,423,2,높은 위험,케이씨지아이자산운용
K55213BI5225,한화중국본토증권자투자신탁H(주식)종류A-e,895.09,20170504,중국주식,해외주식형,54,2,높은 위험,한화자산운용
KR5217AH3279,우리재팬증권자투자신탁(주식)ClassA-e,1464.82,20150603,일본주식,해외주식형,11,2,높은 위험,우리자산운용
KR5235A52461,피델리티연금아시아증권전환형자투자신탁(주식),1827.21,20120604,아시아퍼시픽주식(ex J),해외주식형,204,2,높은 위험,피델리티자산운용
K55216B12442,DB차이나본토RQFII증권자투자신탁(UH)[주식]ClassC-P,1157.76,20150403,중국주식,해외주식형,4,2,높은 위험,디비자산운용
KR5223741129,KB인디아증권자투자신탁(주식)A,1283.98,20070928,인도주식,해외주식형,52,2,높은 위험,케이비자산운용
KR5230287124,슈로더유로증권자투자신탁(주식-재간접형)종류C4,1401.65,20070305,유럽주식,해외주식형,1,2,높은 위험,슈로더투자신탁운용
