code,name,std_price,set_date,type,type_detail,set_amount,risk_grade,risk_grade_txt,company_name
KR5232AY1893,NH-Amundi모아모아15증권투자신탁[채권혼합]ClassC,1115.11,20150102,채권알파,국내혼합형,36,5,낮은 위험,엔에이치아문디자산운용
K55229DK5213,이스트스프링공모주올스타증권투자신탁[채권혼합-재간접형]클래스C-P(퇴직연금)E,1074.04,20210804,채권혼합,국내혼합형,0,5,낮은 위험,이스트스프링자산운용
KR5236AY2996,한국밸류10년투자배당증권투자신탁(채권혼합)종류C-P,1099.21,20141224,채권혼합,국내혼합형,307,5,낮은 위험,한국투자밸류자산운용
KR5105695260,삼성퇴직연금마이베스트40증권자투자신탁 1[채권혼합],1209.23,20070529,채권혼합,국내혼합형,12,4,보통 위험,삼성자산운용
K55101B64942,한국투자한국의힘증권자투자신탁 1(채권혼합)(C-e),1206.60,20160115,채권혼합,국내혼합형,1,4,보통 위험,한국투자신탁운용
K55203B30483,대신공모주30증권자투자신탁 2[채권혼합]ClassA,1142.23,20160115,채권혼합,국내혼합형,1,5,낮은 위험,대신자산운용
K55244DN5708,웰컴공모주하이일드증권투자신탁제3호[채권혼합]C-W,1039.21,20240110,하이일드혼합,국내혼합형,10,4,보통 위험,웰컴자산운용
KR5105805034,삼성배당주장기30증권자투자신탁 1[채권혼합](C),1130.33,20051101,채권혼합,국내혼합형,4,5,낮은 위험,삼성자산운용
K55355BE4279,스팍스프라임공모주증권투자신탁(채권혼합)W,1207.88,20160613,채권혼합,국내혼합형,0,5,낮은 위험,스팍스자산운용
K55368BU7053,하이공모주플러스증권투자신탁 1(채권혼합)C-Pe,1182.20,20171219,채권혼합,국내혼합형,495,5,낮은 위험,하이자산운용
K55364BF5977,에셋플러스차이나리치투게더30증권자투자신탁 1[채권혼합]종류Ae,1152.42,20160727,채권혼합,국내혼합형,0,4,보통 위험,에셋플러스자산운용
K55214BV4030,유진챔피언배당주증권자투자신탁(채권혼합)ClassC-Pe2,1136.83,20190201,채권혼합,국내혼합형,10,5,낮은 위험,유진자산운용
KR5107561320,우리퇴직연금4050증권자투자신탁 1(채권혼합),1016.47,20060413,채권혼합,국내혼합형,1,4,보통 위험,우리자산운용
K55301BV2509,미래에셋퇴직플랜G30증권자투자신탁 1(채권혼합)종류C-P2e,1033.34,20170919,채권혼합,국내혼합형,4,5,낮은 위험,미래에셋자산운용
KR5210AW7542,신한단기국공채공모주증권자투자신탁[채권혼합](종류),1098.63,20160229,채권알파,국내혼합형,82,5,낮은 위험,신한자산운용
K55244D86477,웰컴공모주하이일드증권투자신탁2[채권혼합]C-P1E,1228.24,20200820,하이일드혼합,국내혼합형,37,5,낮은 위험,웰컴자산운용
KR5104AP2053,브이아이공모주플러스10증권투자신탁1[채권혼합]S,1235.73,20140422,채권알파,국내혼합형,1,5,낮은 위험,브이아이자산운용
K55101CC5597,한국투자코스피솔루션증권투자신탁(채권혼합)(C-P),1034.23,20181019,채권혼합,국내혼합형,2,4,보통 위험,한국투자신탁운용
K55301CH3207,미래에셋단기채알파증권자투자신탁(채권혼합)종류C-I,1031.19,20190227,채권혼합,국내혼합형,51,5,낮은 위험,미래에셋자산운용
KR5363AH5979,트러스톤장기성장30증권자투자신탁[채권혼합]Cp클래스,1173.29,20130419,채권혼합,국내혼합형,3,5,낮은 위험,트러스톤자산운용
KR5303AC8138,마이다스거북이30증권자투자신탁 1(채권혼합)(운용),1273.02,20121009,채권혼합,국내혼합형,6,5,낮은 위험,마이다스에셋자산운용
K55223DZ3993,KB평생연금밸런스증권자투자신탁(채권혼합-재간접형)(운용),1083.22,20221212,채권혼합,국내혼합형,64,5,낮은 위험,케이비자산운용
K55223BV4526,KB액티브배당40증권자투자신탁(채권혼합)C-퇴직e,1110.58,20180111,채권혼합,국내혼합형,25,4,보통 위험,케이비자산운용
K55232BU4518,NH-Amundi모아모아15증권투자신탁[채권혼합]Class C-P1e(연금저축),1065.10,20171025,채권알파,국내혼합형,2,5,낮은 위험,엔에이치아문디자산운용
K55240CI9025,BNK스팩&공모주30증권투자신탁 1(채권혼합)Class S,1168.57,20190213,채권혼합,국내혼합형,0,5,낮은 위험,비엔케이자산운용
KR5206A35533,키움차세대모빌리티30증권자투자신탁 1[채권혼합]C1,1045.50,20110610,채권혼합,국내혼합형,37,4,보통 위험,키움투자자산운용
K55209BG0422,신영플러스안정형증권모투자신탁(채권혼합),1086.81,20160831,채권혼합,국내혼합형,39,4,보통 위험,신영자산운용
K55244D86410,웰컴공모주하이일드증권투자신탁2[채권혼합]C-E,1229.66,20200820,하이일드혼합,국내혼합형,26,5,낮은 위험,웰컴자산운용
K55210CI0418,신한스노우볼인컴증권투자신탁[채권혼합](종류C-pe),1155.41,20181231,채권혼합,국내혼합형,12,3,다소 높은 위험,신한자산운용
K55311BA9390,플러스퇴직연금든든한미래증권투자신탁 1(채권혼합),1318.44,20160330,채권혼합,국내혼합형,95,4,보통 위험,플러스자산운용
KR5206465456,키움고배당에이스30증권자투자신탁 1[채권혼합],1169.96,20041119,채권혼합,국내혼합형,15,5,낮은 위험,키움투자자산운용
K55306B31904,다올VIP밸류50증권자투자신탁[채권혼합]종류A,1496.83,20150529,채권혼합,국내혼합형,3,4,보통 위험,다올자산운용
K55207D44218,교보악사삼성전자투게더증권투자신탁[채권혼합]ClassC,1189.76,20200514,채권혼합,국내혼합형,337,4,보통 위험,교보악사자산운용
K55244D97813,웰컴비트(BiT)플러스공모주증권투자신탁제2호[채권혼합],1053.90,20201119,채권혼합,국내혼합형,172,4,보통 위험,웰컴자산운용
K55303DZ1602,마이다스퇴직연금거북이40증권자투자신탁 1(채권혼합)O,1066.63,20230201,채권혼합,국내혼합형,104,5,낮은 위험,마이다스에셋자산운용
K55214B28765,유진챔피언배당주증권자투자신탁(채권혼합) ClassS-P1,1087.04,20171123,채권혼합,국내혼합형,0,5,낮은 위험,유진자산운용
KR5363AP9187,트러스톤제갈공명소득공제증권자투자신탁[채권혼합]S-T클래스,1290.16,20140317,채권혼합,국내혼합형,3,4,보통 위험,트러스톤자산운용
K55302B07796,베어링고배당40플러스증권자투자신탁(채권혼합)ClassAe,1240.98,20160407,채권혼합,국내혼합형,0,4,보통 위험,베어링자산운용
KR5216AU5401,DB단기국공채공모주증권투자신탁 1[채권혼합]운용,1051.20,20140820,채권혼합,국내혼합형,105,5,낮은 위험,디비자산운용
KR5232AY1943,NH-Amundi모아모아15증권투자신탁[채권혼합]ClassC-P2(퇴직연금),1107.25,20150204,채권알파,국내혼합형,44,5,낮은 위험,엔에이치아문디자산운용
K55301CO4875,미래에셋밸런스알파플러스증권자투자신탁(채권혼합),1077.02,20190520,채권혼합,국내혼합형,186,5,낮은 위험,미래에셋자산운용
KR5203AG1346,대신밸런스배당주재형증권자투자신탁[채권혼합],1021.73,20130308,채권혼합,국내혼합형,0,4,보통 위험,대신자산운용
K55207CF0176,교보악사공모주하이일드플러스증권투자신탁[채권혼합]ClassC-R(퇴직연금),1252.58,20181010,하이일드혼합,국내혼합형,93,4,보통 위험,교보악사자산운용
KR5105786838,삼성배당플러스30증권자투자신탁Ⅱ 2[채권혼합](Ce),1184.55,20080123,채권혼합,국내혼합형,1,5,낮은 위험,삼성자산운용
K55310DG8106,코레이트하이일드공모주플러스증권투자신탁[채권혼합]_C-F,1218.72,20210406,하이일드혼합,국내혼합형,117,4,보통 위험,코레이트자산운용
K55104CC7517,브이아이W공모주에디션증권투자신탁[채권혼합-재간접형]S-P2,1116.56,20190508,채권혼합,국내혼합형,0,5,낮은 위험,브이아이자산운용
K55364BF5712,에셋플러스글로벌리치투게더40증권자투자신탁 1[채권혼합],1527.34,20160727,채권혼합,국내혼합형,253,4,보통 위험,에셋플러스자산운용
KR5223AX3933,KB연금가치배당40증권자투자신탁(채권혼합)(운용),1090.37,20150202,채권혼합,국내혼합형,487,4,보통 위험,케이비자산운용
K55203EA7012,대신하이일드공모주알파증권투자신탁[채권혼합]종류C,1002.90,20240430,하이일드혼합,국내혼합형,10,4,보통 위험,대신자산운용
K55209BT8982,신영퇴직연금배당40증권자투자신탁(채권혼합)C-E,1062.61,20170802,채권혼합,국내혼합형,207,5,낮은 위험,신영자산운용
K55232D13765,NH-Amundi필승코리아30증권투자신탁[채권혼합]ClassC-P2e(퇴직연금),1265.90,20200214,채권혼합,국내혼합형,142,4,보통 위험,엔에이치아문디자산운용
KR5363AS3807,트러스톤공모주알파증권투자신탁[채권혼합]I클래스,1155.23,20120611,채권혼합,국내혼합형,48,5,낮은 위험,트러스톤자산운용
KR5205169471,미래에셋퇴직연금자산배분증권자투자신탁 1[채권혼합],1219.18,20091013,채권혼합,국내혼합형,11,4,보통 위험,미래에셋자산운용
KR5209719412,신영연금30 증권 전환형 투자신탁(채권혼합),1110.07,20070727,채권혼합,국내혼합형,48,4,보통 위험,신영자산운용
KR5101AH3807,한국투자한국의힘증권자투자신탁 1(채권혼합)(A),1188.73,20051220,채권혼합,국내혼합형,16,4,보통 위험,한국투자신탁운용
KR5107AO9882,우리중소형고배당30증권투자신탁 1(채권혼합)ClassS,1157.17,20140422,채권혼합,국내혼합형,1,4,보통 위험,우리자산운용
KR5301AI8068,미래에셋퇴직연금소비성장40증권자투자신탁 1(채권혼합)종류C,978.29,20130925,채권혼합,국내혼합형,4,4,보통 위험,미래에셋자산운용
K55232B81782,NH-Amundi성장중소형주10증권자투자신탁[채권혼합]ClassC-P2(퇴직연금),1092.15,20160921,채권알파,국내혼합형,0,5,낮은 위험,엔에이치아문디자산운용
KR5301293746,미래에셋퇴직플랜목돈분할투자4&#47;15증권자투자신탁 1[채권혼합],1052.39,20101201,채권혼합,국내혼합형,0,4,보통 위험,미래에셋자산운용
KRM107627478,우리뱅크플러스공모주10증권자투자회사6(채권혼합),1037.19,20061205,채권알파,국내혼합형,22,5,낮은 위험,우리자산운용
KR5105888402,삼성클래식30연금증권전환형자투자신탁 1[채권혼합],1168.03,20081223,채권혼합,국내혼합형,135,5,낮은 위험,삼성자산운용
KR5363AA5638,트러스톤공모주알파증권투자신탁[채권혼합]Ce클래스,1186.51,20120611,채권혼합,국내혼합형,22,5,낮은 위험,트러스톤자산운용
KR5107574315,우리퇴직연금가치40증권자투자신탁 1(채권혼합),977.72,20060608,채권혼합,국내혼합형,45,4,보통 위험,우리자산운용
KR5102A81066,하나퇴직연금블루칩바스켓40증권자투자신탁[채권혼합],1240.41,20120116,채권혼합,국내혼합형,0,4,보통 위험,하나자산운용
KR5224AY0515,흥국멀티플레이30공모주증권자투자신탁[채권혼합]C-p,1051.04,20141126,채권혼합,국내혼합형,92,5,낮은 위험,흥국자산운용
KRM226A18605,HDC고배당밸류 1증권투자회사[채권혼합]ClassA,1035.07,20210729,채권혼합,국내혼합형,20,4,보통 위험,에이치디씨자산운용
K55301DW1706,미래에셋밸런스알파플러스증권자투자신탁(채권혼합)종류O,1043.77,20230120,채권혼합,국내혼합형,72,5,낮은 위험,미래에셋자산운용
K55310DG8155,코레이트하이일드공모주플러스증권투자신탁[채권혼합]_C-Pe,1217.47,20210409,하이일드혼합,국내혼합형,84,4,보통 위험,코레이트자산운용
KRM209577936,신영프리미엄안정형증권자투자회사(채권혼합),890.42,20060623,채권알파,국내혼합형,0,5,낮은 위험,신영자산운용
K55206DD2695,키움차세대모빌리티30증권자투자신탁 1[채권혼합]C-P2e(퇴직연금),1017.70,20210224,채권혼합,국내혼합형,3,4,보통 위험,키움투자자산운용
K55101BZ6870,한국투자퇴직연금한국의힘40증권자투자신탁 1(채권혼합)(C-J),1005.75,20171214,채권혼합,국내혼합형,26,4,보통 위험,한국투자신탁운용
K55301CO5005,미래에셋밸런스알파플러스증권자투자신탁(채권혼합)종류C-P2e,1064.53,20190523,채권혼합,국내혼합형,20,5,낮은 위험,미래에셋자산운용
KRM104493056,브이아이루키10증권투자회사5[채권혼합],1001.28,20050601,채권알파,국내혼합형,8,5,낮은 위험,브이아이자산운용
K55213DK2234,한화공모주플러스증권투자신탁(채권혼합)종류C-E,1047.64,20210611,채권혼합,국내혼합형,4,5,낮은 위험,한화자산운용
K55234BX7276,IBK퇴직연금인덱스30증권자투자신탁[채권혼합]종류C,1227.64,20061117,채권혼합,국내혼합형,17,5,낮은 위험,아이비케이자산운용
K55223BH8129,KB액티브배당40증권자투자신탁(채권혼합)S-P 클래스,1183.73,20170131,채권혼합,국내혼합형,0,4,보통 위험,케이비자산운용
KR5219844085,신한옵티마포트폴리오증권자투자신탁 1[채권혼합](종류C-e),1074.13,20080610,채권혼합,국내혼합형,0,5,낮은 위험,신한자산운용
KR5101AH0084,한국투자재형나라사랑한국의힘증권자투자신탁(채권혼합),1125.69,20130425,채권혼합,국내혼합형,0,5,낮은 위험,한국투자신탁운용
K55311DF3792,플러스공모주알파헌터증권투자신탁 1(채권혼합)종류A,1210.33,20210226,채권혼합,국내혼합형,3,5,낮은 위험,플러스자산운용
KR5232534606,NH-Amundi퇴직연금2030증권자투자신탁 1[채권혼합],1167.04,20060110,채권혼합,국내혼합형,31,5,낮은 위험,엔에이치아문디자산운용
K55207DS2085,교보악사플랫폼투게더증권투자신탁[채권혼합]ClassS,1019.32,20220608,채권혼합,국내혼합형,0,4,보통 위험,교보악사자산운용
KR5223AR1950,KB밸류초이스30증권투자신탁(채권혼합)C-E클래스,1299.53,20140418,채권혼합,국내혼합형,18,4,보통 위험,케이비자산운용
K55302B07853,베어링고배당40플러스증권자투자신탁(채권혼합)ClassS,1264.51,20150326,채권혼합,국내혼합형,0,4,보통 위험,베어링자산운용
K55240B70267,BNK스팩&공모주30증권투자신탁 1(채권혼합)ClassA,1236.87,20150904,채권혼합,국내혼합형,90,5,낮은 위험,비엔케이자산운용
KR5209500234,신영마라톤30증권자투자신탁(채권혼합)운용,1153.38,20050718,채권혼합,국내혼합형,12,4,보통 위험,신영자산운용
K55234BB1671,IBK SaveAsset가치형롱숏증권자투자신탁[채권혼합]종류C-W,1271.60,20160316,채권혼합,국내혼합형,1,4,보통 위험,아이비케이자산운용
K55232B68177,NH-Amundi 성장중소형주40증권자투자신탁[채권혼합]ClassC,1259.04,20150918,채권혼합,국내혼합형,1,4,보통 위험,엔에이치아문디자산운용
K55203E37599,대신하이일드공모주증권자투자신탁3[채권혼합]종류C-F,1088.71,20230707,하이일드혼합,국내혼합형,5,4,보통 위험,대신자산운용
K55301CO4990,미래에셋밸런스알파플러스증권자투자신탁(채권혼합)종류C-P2,1149.51,20190528,채권혼합,국내혼합형,1,5,낮은 위험,미래에셋자산운용
K55207B31318,교보악사공모주알파30증권자투자신탁 2[채권혼합]ClassC-E,1003.05,20150610,채권혼합,국내혼합형,4,5,낮은 위험,교보악사자산운용
K55365EA0334,KCGI공모주하이일드증권투자신탁[채권혼합]종류A1,1016.41,20240415,하이일드혼합,국내혼합형,18,4,보통 위험,케이씨지아이자산운용
K55207DS1939,교보악사플랫폼투게더증권투자신탁[채권혼합]ClassA,1014.44,20220607,채권혼합,국내혼합형,3,4,보통 위험,교보악사자산운용
KR5301536177,미래에셋퇴직플랜20증권자투자신탁 1(채권혼합),1057.23,20060102,채권혼합,국내혼합형,13,4,보통 위험,미래에셋자산운용
K55364BF5936,에셋플러스차이나리치투게더30증권자투자신탁 1[채권혼합],1252.67,20160727,채권혼합,국내혼합형,0,4,보통 위험,에셋플러스자산운용
K55301CQ1523,미래에셋밸런스알파플러스성과보수증권자투자신탁(채권혼합)종류A-e,1095.70,20190520,채권혼합,국내혼합형,0,5,낮은 위험,미래에셋자산운용
K55365B47054,KCGI코리아퇴직연금증권자투자신탁[채권혼합]종류C,1015.22,20140603,채권혼합,국내혼합형,431,5,낮은 위험,케이씨지아이자산운용
K55203BB7204,대신공모주30증권자투자신탁3[채권혼합]ClassC,1138.36,20160328,채권혼합,국내혼합형,5,4,보통 위험,대신자산운용
KR5101AU0491,한국투자한국의힘증권자투자신탁 1(채권혼합)(C-Pe),1204.15,20160622,채권혼합,국내혼합형,2,4,보통 위험,한국투자신탁운용
K55244C06089,웰컴비트(BiT)플러스공모주증권투자신탁[채권혼합] Class C-W,1087.15,20200605,채권혼합,국내혼합형,1,5,낮은 위험,웰컴자산운용
K55107B43752,우리국공채중소형고배당20증권자투자신탁 1(채권혼합)ClassS-P,1128.80,20150615,채권혼합,국내혼합형,0,5,낮은 위험,우리자산운용
K55306E35958,다올공모주하이일드만기형증권투자신탁 1[채권혼합]종류A,1088.46,20230626,하이일드혼합,국내혼합형,297,4,보통 위험,다올자산운용
K55232BU4526,NH-Amundi모아모아15증권투자신탁[채권혼합]ClassC-P2e(퇴직연금),1075.22,20171123,채권알파,국내혼합형,6,5,낮은 위험,엔에이치아문디자산운용
K55212DA9869,파인만스타공모주증권투자신탁(채권혼합)종류C-rpe,1181.40,20200921,채권혼합,국내혼합형,24,4,보통 위험,파인만자산운용
K55228B34102,우리공모주10증권투자신탁[채권혼합]P1,1002.88,20150612,채권알파,국내혼합형,13,5,낮은 위험,우리자산운용
KR5207AG2647,교보악사재형밸런스증권자투자신탁(채권혼합),980.04,20130308,채권혼합,국내혼합형,0,5,낮은 위험,교보악사자산운용
K55244DA0506,웰컴비트(BiT)플러스공모주증권투자신탁제2호[채권혼합]C-E,1036.85,20201126,채권혼합,국내혼합형,2,4,보통 위험,웰컴자산운용
K55363BT3639,트러스톤장기성장30증권자투자신탁[채권혼합]Cp-E클래스,1105.32,20170802,채권혼합,국내혼합형,0,5,낮은 위험,트러스톤자산운용
K55232B81717,NH-Amundi성장중소형주10증권자투자신탁[채권혼합]ClassC,1091.33,20160310,채권알파,국내혼합형,0,5,낮은 위험,엔에이치아문디자산운용
K55302B07812,베어링고배당40플러스증권자투자신탁(채권혼합)ClassCe,1239.63,20160407,채권혼합,국내혼합형,0,4,보통 위험,베어링자산운용
KR5206539938,키움고배당에이스30증권자투자신탁 1[채권혼합]C1,1167.85,20041119,채권혼합,국내혼합형,9,5,낮은 위험,키움투자자산운용
K55244D55746,웰컴베스트공모주10증권투자신탁제1호[채권혼합]C-P1,1076.02,20200713,채권혼합,국내혼합형,14,5,낮은 위험,웰컴자산운용
KR5206539870,키움퇴직연금20증권자투자신탁A- 1[국공채혼합],1084.72,20060113,채권혼합,국내혼합형,5,5,낮은 위험,키움투자자산운용
KR5101480022,한국투자장기주택마련한국의힘30증권자투자신탁 1(채권혼합),1113.90,20050310,채권혼합,국내혼합형,3,5,낮은 위험,한국투자신탁운용
KR5209AU8594,신영고배당30증권투자신탁(채권혼합)C-P형,1134.92,20140820,채권혼합,국내혼합형,97,5,낮은 위험,신영자산운용
KR5368163444,하이개인연금증권전환형자투자신탁 1(채권혼합)A,1118.83,20091023,채권혼합,국내혼합형,2,5,낮은 위험,하이자산운용
KR5207AA6156,교보악사위대한중소형밸류증권자투자신탁 1(채권혼합)(운용),1072.83,20120709,채권혼합,국내혼합형,5,5,낮은 위험,교보악사자산운용
KR5209A89955,신영퇴직연금가치40증권자투자신탁(채권혼합)C형,1123.80,20060103,채권혼합,국내혼합형,"1,035",5,낮은 위험,신영자산운용
K55240B96866,BNK공모주플러스10증권투자신탁 1(채권혼합)ClassC-P,1157.00,20160412,채권알파,국내혼합형,5,5,낮은 위험,비엔케이자산운용
K55207B29676,교보악사공모주알파30증권자투자신탁 2[채권혼합]ClassA,1003.07,20150610,채권혼합,국내혼합형,43,5,낮은 위험,교보악사자산운용
K55240DJ8876,BNK공모주하이일드증권투자신탁 1(채권혼합),1017.75,20210607,하이일드혼합,국내혼합형,58,4,보통 위험,비엔케이자산운용
K55364BF5621,에셋플러스글로벌리치투게더30증권자투자신탁 1[채권혼합]종류Ae,1086.45,20160727,채권혼합,국내혼합형,1,5,낮은 위험,에셋플러스자산운용
K55101DY6929,한국투자ACE엔비디아채권혼합블룸버그증권상장지수투자신탁(채권혼합),20648.27,20221128,채권혼합,국내혼합형,680,4,보통 위험,한국투자신탁운용
K55224CD0706,흥국멀티플레이30공모주증권자투자신탁[채권혼합]A-e,1053.53,20180731,채권혼합,국내혼합형,4,3,다소 높은 위험,흥국자산운용
KR5234AK6136,IBK중소형주코리아30증권자투자신탁[채권혼합]C-W,1266.18,20160316,채권혼합,국내혼합형,0,5,낮은 위험,아이비케이자산운용
KR5105533735,삼성퇴직연금패시브배당안정40증권자투자신탁 1[채권혼합],1183.98,20060103,채권혼합,국내혼합형,232,5,낮은 위험,삼성자산운용
KR5232534564,NH-Amundi퇴직연금고배당주증권자투자신탁 1[채권혼합],1252.63,20060106,채권혼합,국내혼합형,285,4,보통 위험,엔에이치아문디자산운용
K55307CH8291,유리블록딜공모주증권투자신탁[채권혼합]_ClassS-P,1085.21,20190523,채권혼합,국내혼합형,0,5,낮은 위험,유리자산운용
K55229B47185,이스트스프링업종일등40증권자투자신탁[채권혼합]클래스C-P2(연금저축),1150.70,20150807,채권혼합,국내혼합형,1,4,보통 위험,이스트스프링자산운용
K55101CC5530,한국투자코스피솔루션증권투자신탁(채권혼합)(A-e),1038.45,20180820,채권혼합,국내혼합형,1,4,보통 위험,한국투자신탁운용
K55207CE2264,교보악사공모주하이일드플러스증권투자신탁[채권혼합]ClassAe,1268.97,20180830,하이일드혼합,국내혼합형,105,4,보통 위험,교보악사자산운용
K55234BW7632,IBK퇴직연금액티브20증권자투자신탁[채권혼합]종류C,1146.09,20060119,채권혼합,국내혼합형,13,5,낮은 위험,아이비케이자산운용
K55232DG1171,NH-Amundi100년기업그린코리아30증권투자신탁[채권혼합]ClassC-P2e(퇴직연금),1021.12,20210706,채권혼합,국내혼합형,2,4,보통 위험,엔에이치아문디자산운용
K55311DF3974,플러스공모주알파헌터증권투자신탁 1(채권혼합)종류C-p1e(연금저축),1161.35,20210413,채권혼합,국내혼합형,4,5,낮은 위험,플러스자산운용
K55301B32671,미래에셋고배당포커스30증권자투자신탁 1(채권혼합)종류C-e,1218.79,20150520,채권혼합,국내혼합형,13,5,낮은 위험,미래에셋자산운용
KR5104AU9820,브이아이공모주플러스10증권투자신탁1[채권혼합]C-W,1261.38,20140819,채권알파,국내혼합형,1,5,낮은 위험,브이아이자산운용
K55101CC5555,한국투자코스피솔루션증권투자신탁(채권혼합)(C),1022.73,20180820,채권혼합,국내혼합형,6,4,보통 위험,한국투자신탁운용
K55305D49219,유경플레인바닐라자산배분증권자투자신탁(채권혼합)ClassC-e,1191.01,20200618,채권혼합,국내혼합형,1,4,보통 위험,유경피에스지자산운용
KR5215203401,OK후순위채주식D1- 2,10169.44,20000330,하이일드혼합,국내혼합형,2,3,다소 높은 위험,미래에셋자산운용
K55234B34423,IBK중소형주코리아10증권자투자신탁[채권혼합]A,1087.38,20150601,채권알파,국내혼합형,1,5,낮은 위험,아이비케이자산운용
K55101CC5563,한국투자코스피솔루션증권투자신탁(채권혼합)(C-e),1036.12,20180820,채권혼합,국내혼합형,5,4,보통 위험,한국투자신탁운용
K55232BN7445,NH-Amundi성장중소형주10증권자투자신탁[채권혼합]Class S-P1(연금저축),1038.58,20200925,채권알파,국내혼합형,0,5,낮은 위험,엔에이치아문디자산운용
K55310DG8205,코레이트하이일드공모주플러스증권투자신탁[채권혼합]_S-P,1218.12,20210408,하이일드혼합,국내혼합형,15,4,보통 위험,코레이트자산운용
K55226DN0354,HDC날아라공모주알파증권투자신탁(채권혼합)종류C-F,1162.02,20210913,채권혼합,국내혼합형,20,5,낮은 위험,에이치디씨자산운용
K55105DX9797,삼성KODEX삼성전자채권혼합Wise증권상장지수투자신탁[채권혼합],11400.90,20221128,채권혼합,국내혼합형,408,4,보통 위험,삼성자산운용
K55301BV2483,미래에셋퇴직플랜30증권자투자신탁 1(채권혼합)종류C-P2e,1038.95,20171020,채권혼합,국내혼합형,1,5,낮은 위험,미래에셋자산운용
KR5301AC9054,미래에셋소비성장30증권자투자신탁 1(채권혼합)종류C,1083.50,20120924,채권혼합,국내혼합형,1,4,보통 위험,미래에셋자산운용
KR5301A95064,미래에셋퇴직플랜40증권자투자신탁 1(채권혼합)종류C,1033.79,20060102,채권혼합,국내혼합형,"1,481",5,낮은 위험,미래에셋자산운용
K55303B01557,마이다스뉴트렌드30증권자투자신탁(채권혼합)S,1236.73,20150317,채권혼합,국내혼합형,0,4,보통 위험,마이다스에셋자산운용
KR5212281269,파인만1억만들기고배당증권투자신탁 1(채권혼합)종류A,1202.33,20100709,채권혼합,국내혼합형,0,5,낮은 위험,파인만자산운용
K55101BT5623,한국투자퇴직연금중소밸류40증권자투자신탁 1(채권혼합)(C-e),1077.67,20180129,채권혼합,국내혼합형,7,5,낮은 위험,한국투자신탁운용
KR5107AV0429,우리공모주채움증권자투자신탁 1(채권혼합)ClassC,1111.86,20140828,채권알파,국내혼합형,9,5,낮은 위험,우리자산운용
KR5301AV2361,미래에셋고배당포커스30증권자투자신탁 1(채권혼합)종류A,1246.96,20150403,채권혼합,국내혼합형,44,5,낮은 위험,미래에셋자산운용
KR5217361884,우리장기주택마련증권투자신탁(채권혼합) 1,1035.34,20030224,채권혼합,국내혼합형,51,4,보통 위험,우리자산운용
KR5207AV7282,교보악사공모주하이일드플러스증권투자신탁[채권혼합](운용),1426.71,20141010,하이일드혼합,국내혼합형,"1,495",4,보통 위험,교보악사자산운용
K55239D76643,현대인베스트먼트단기알파증권자투자신탁2(채권),1033.89,20200825,채권혼합,국내혼합형,0,4,보통 위험,현대인베스트먼트자산운용
KR5104AR7456,브이아이공모주&배당주10증권투자신탁[채권혼합]A,1172.62,20140428,채권알파,국내혼합형,32,5,낮은 위험,브이아이자산운용
